rental_id,temperature_c,humidity_pct,wind_speed_mps,distance_km,ride_duration_min,bike_age_months,late_return,temperature_c_outlier,bad_weather,avg_speed_kmh,station_zone_공원,station_zone_대학가,station_zone_도심,station_zone_주거,member_type_연회원,member_type_월회원,member_type_일일권,weather_맑음,weather_비,weather_흐림
R0026,-0.11355932669615233,0.46874534780768856,-1.9614185961020985,0.056886250655892145,-0.17287356215828673,-1.698277699406819,0,0,0,0.3223933644293337,False,False,False,True,False,True,False,True,False,False
R0027,1.5499365221603765,2.614078124944924,-0.5221733663524817,2.4985611212140544,2.397937783559206,0.522602249999374,0,0,0,0.4572948868454445,False,False,True,False,False,False,True,False,False,True
R0028,1.3188954320414141,1.0956283021659716,-0.16236205891507743,2.4985611212140544,2.397937783559206,-0.21769106646935696,0,0,0,0.4572948868454445,False,False,True,False,False,False,True,False,False,True
R0029,-1.5460140854337192,-0.6875054346753671,0.1974492485223268,-0.24621821603408686,-0.4039577280654771,-1.0505210474966793,0,0,0,0.13817961188549246,False,False,False,True,False,False,True,True,False,False
R0030,0.7797995550971685,0.11351167367132753,-0.01843753594011562,0.7160181861563222,0.5434873521540033,-0.3102277310279483,0,0,0,0.35806150158595595,False,False,True,False,False,True,False,False,False,True
R0031,-6.459487935296987,0.3572994892551043,-0.5941356278399625,0.06650861467779624,0.40483685260968916,-1.3281310411724534,0,1,0,-0.32507400666799807,False,True,False,False,False,False,True,False,False,True
R0032,0.31771737485924373,0.8239790219440486,-0.5221733663524817,2.4985611212140544,2.397937783559206,0.2449922563235999,0,0,0,0.4572948868454445,True,False,False,False,False,False,True,False,False,True
R0033,-0.4370168528626999,-0.2765488312627149,-0.5941356278399625,-0.5974345028335861,-0.5657166442005106,-0.21769106646935696,0,0,0,-0.2999217654348937,False,False,True,False,False,True,False,True,False,False
R0034,1.904199527009453,1.1513512314422634,-0.6660978893274434,-0.45309904250502464,-0.4039577280654771,-1.0505210474966793,0,0,0,-0.24371297309264114,False,False,True,False,False,True,False,False,False,True
R0035,0.1636899814466021,0.3921263200527867,-0.01843753594011562,-1.0544967938740304,-0.8776802681752175,-0.21769106646935696,0,0,0,-0.8819531760430736,True,False,False,False,True,False,False,True,False,False
R0036,0.3793283322243007,-0.7501937301111953,-1.0978714582523283,-1.4826919928487623,-1.8597879732807765,0.9852855727923309,0,0,0,-0.10205746773447295,False,True,False,False,True,False,False,True,False,False
R0037,0.5333557256369422,-1.4049381491076247,-0.23432432040255835,0.11943161679826847,0.06976481204426291,-0.9579843829380879,0,0,0,0.09896493682987911,False,True,False,False,False,True,False,True,False,False
R0038,-0.5910442462753415,-0.9730854472163628,0.6292228174472115,1.0287450168682053,0.9825472673776651,-1.513204370289636,0,0,0,0.27450327817708514,False,False,False,True,False,True,False,True,False,False
R0039,-0.3600031561563791,-0.33227176053900653,1.1329586478595777,-0.7706370552278597,-0.6119334773819485,-0.12515440191076557,0,0,0,-0.5911608151767694,False,False,True,False,False,False,True,True,False,False
R0040,0.31771737485924373,2.614078124944924,0.1974492485223268,0.8555424644739315,0.49727051897256497,0.15245559176500853,0,0,0,0.5849342428444723,True,False,False,False,False,True,False,True,False,False
R0041,-0.0211428906485677,0.5523297417221266,-0.23432432040255835,0.4032913554444395,0.39328264431432947,2.003188882936836,0,0,0,0.12457433424154182,False,True,False,False,False,False,True,True,False,False
R0042,0.1328845027640739,-1.1681156996833841,-1.1698337197398092,-0.6359239589212023,-1.1318728506731268,-0.032617737352174214,0,0,0,0.7714194276631882,False,False,False,True,False,True,False,True,False,False
R0043,-0.5140305495690207,-0.6666093361967579,-1.4576827656897329,2.4985611212140544,2.397937783559206,-0.8654477183794965,0,0,0,0.4572948868454445,False,False,False,True,False,True,False,True,False,False
R0044,-0.4062113741801717,0.1901307014262294,0.1974492485223268,-0.366497766307888,-0.2884156451118819,0.4300655854407826,0,0,0,-0.2377585168258046,False,False,False,True,False,True,False,True,False,False
R0045,-1.9156798296240591,0.3572994892551043,-0.30628658189003927,-0.7080916890854831,-0.2537530202258037,-1.6057410348482275,0,0,0,-0.8653489607749894,False,False,True,False,False,True,False,False,False,True
R0046,-1.0531264265132663,0.029927279756890076,0.12548698703484587,-0.18367284989171012,0.24307793647465567,0.6151389145579653,0,0,0,-0.5147902992828604,False,False,False,True,False,False,True,False,False,True
R0047,1.6269502188666973,0.6150180371579542,0.12548698703484587,-1.1988322542025915,-1.1318728506731268,2.465872205729793,0,0,0,-0.903251555729296,False,False,False,True,False,False,True,False,False,True
R0048,0.7335913370733764,-0.06758784647662054,1.4208076938095013,-0.8187488753373802,0.023547978862824996,-0.032617737352174214,0,0,0,-1.260241122017711,False,False,False,True,False,True,False,True,False,False
R0049,-0.4986278102277563,-0.46461371757020004,-0.23432432040255835,0.4321584475101516,0.39328264431432947,0.8927489082337394,0,0,0,0.16221560238980687,False,False,True,False,False,True,False,True,False,False
R0050,-0.05194836933109591,-0.5551634776441741,-1.6735695501521752,-0.08263802766171718,0.04665639545354395,-1.235594376613862,0,0,0,-0.17487266480787006,False,False,True,False,True,False,False,True,False,False
R0051,1.1032570812637161,-0.6666093361967579,0.7011850789346928,-1.2709999843668724,-0.8776802681752175,-0.5878377247037224,0,0,0,-1.4126950569336147,False,False,True,False,False,False,True,True,False,False
R0052,-0.5140305495690207,-0.6039210407609297,0.7011850789346928,-0.2606517620669429,-0.9354513096520151,1.077822237350922,0,0,0,1.2247972344918794,False,False,False,True,False,True,False,False,False,True
R0053,0.5333557256369422,0.8866673173798774,-0.45021110486500077,-0.5397003187021615,-0.46172876954227465,-1.7908143639654102,0,0,0,-0.3293809182711828,False,True,False,False,False,True,False,False,False,True
R0054,0.7335913370733764,-0.06758784647662054,-0.8100224123024049,-1.0160073377864138,-1.3976196414663957,0.4300655854407826,0,0,0,0.3402274330076448,False,False,True,False,True,False,False,False,False,True
R0055,-0.3908086348389073,-0.3392371266985431,1.060996386372097,-0.9149725155564211,-1.154981267263846,1.077822237350922,0,0,0,-0.004623417818511378,False,False,True,False,False,True,False,True,False,False
R0056,-1.0069182084894737,1.221004893037628,2.7161284005841564,0.6679063660468019,1.028764100559103,0.7076755791165568,0,0,0,-0.1490820117788933,False,False,False,True,False,True,False,False,False,True
R0057,-2.855246929441173,1.8478878473959113,1.34884543232202,-0.8668606954469007,-0.8199092266984199,-1.3281310411724534,0,1,1,-0.5131556126550311,True,False,False,False,False,True,False,False,True,False
R0058,-0.05194836933109591,0.14137313830947384,-0.16236205891507743,0.9084654665944042,1.051872517149822,-0.7729110538209052,0,0,1,0.08525725620996312,False,True,False,False,False,False,True,False,True,False
R0059,-0.29839219879132267,-1.1263235027261655,-2.177305380564541,-0.8620495134359486,-0.6928129354494652,0.15245559176500853,0,0,0,-0.680530567818578,False,False,False,True,False,True,False,True,False,False
R0060,0.4409392895893571,-1.69051816164862,-0.8100224123024049,-1.1747763441478314,-1.247414933626722,-0.5878377247037224,0,0,0,-0.6208307070457915,False,False,False,True,False,True,False,True,False,False
R0061,0.17909272078786648,-0.46461371757020004,-0.9539469352773667,-0.32319712820931945,-0.6812587271541057,-0.49530106014513103,0,0,0,0.4674102976576671,False,False,False,True,False,True,False,True,False,False
R0062,0.8414105124622254,-0.03972638183847472,-1.9614185961020985,1.5772197661167382,1.6295829319177981,-0.4027643955865397,0,0,0,0.26371128302545543,False,False,True,False,False,False,True,True,False,False
R0063,1.7963803516206032,-0.5899903084418565,-1.7455318116396559,-0.9678955176768936,-0.600379269086589,-0.49530106014513103,0,0,0,-1.0116109241264004,False,True,False,False,False,True,False,True,False,False
R0065,-1.222556559267172,0.3851609538932506,0.7731473404221734,-0.6696022329978668,0.21996951988393673,0.6151389145579653,0,0,0,-1.1709126445279234,False,False,True,False,False,True,False,False,False,True
R0066,1.5807420008429052,-1.7462410909249122,-1.0259091967648475,-0.5685674107678739,-0.18442777045364642,-0.49530106014513103,0,0,0,-0.6967513545431311,False,False,False,True,False,False,True,True,False,False
R0067,-1.1609456019021154,-0.0466917479980113,-0.45021110486500077,-0.9438396076221333,-0.8199092266984199,-0.5878377247037224,0,0,0,-0.6946058283441047,False,False,False,True,False,True,False,False,False,True
R0068,-0.3600031561563791,-0.24172200046503253,-1.0978714582523283,-0.5830009568007299,-0.5772708524958701,0.2449922563235999,0,0,0,-0.2541234131883021,True,False,False,False,False,False,True,True,False,False
R0069,0.3485228535417725,-0.5064059145274186,-1.7455318116396559,0.25414471310492587,0.4510536857911271,0.05991892720641715,0,0,0,-0.12662885110903496,False,False,False,True,True,False,False,True,False,False
R0070,-0.08275384801362412,0.6080526709984182,-0.30628658189003927,-1.0015737917535579,-0.8545718515844986,0.6151389145579653,0,0,0,-0.7843486761627654,False,True,False,False,False,False,True,False,False,True
R0071,-0.6372524642991341,0.5662604740411987,-1.0259091967648475,0.06650861467779624,-0.16131935386292745,0.4300655854407826,0,0,0,0.3215032504895966,True,False,False,False,False,True,False,False,False,True
R0072,1.3651036500652067,-1.3561805859908693,1.34884543232202,2.067960331233847,2.3228354296393694,2.373335541171201,0,0,0,0.18161365226886672,False,False,True,False,False,True,False,True,False,False
R0073,-0.4062113741801717,-1.3283191213527235,-1.24179598122729,-1.1170421600164069,-1.8597879732807765,0.05991892720641715,0,0,0,2.6990802369656057,False,False,True,False,False,False,True,True,False,False
R0074,2.0736296597633577,-0.29047956358178806,-1.24179598122729,-1.121853342027359,-0.5772708524958701,0.6151389145579653,0,0,0,-1.3476313355529197,False,False,True,False,False,True,False,True,False,False
R0075,-0.15976754471994492,-0.06758784647662054,0.7011850789346928,0.6390392739810894,0.4626078940864868,0.8002122436751481,0,0,0,0.35169747711402727,True,False,False,False,True,False,False,True,False,False
R0076,-1.1763483412433797,0.9841824436133875,1.2049209093470588,-0.08744920967266934,0.05821060374890363,-1.235594376613862,0,0,1,-0.1947369089093991,False,False,True,False,True,False,False,False,True,False
R0077,1.611547479525433,-0.4437176190915903,-0.45021110486500077,-0.28470767212170306,-0.04577727090933227,-0.4027643955865397,0,0,0,-0.3828821868604957,False,False,True,False,False,True,False,True,False,False
R0078,1.0878543419224518,0.2806804615002034,-2.177305380564541,0.3263124432692067,1.1327519752173385,0.8002122436751481,0,0,0,-0.5787340873470057,False,False,True,False,False,False,True,False,False,True
R0079,-0.7604743790292475,0.8518404865821949,-1.6016072886646944,1.4184507597553206,1.4678240157827642,0.7076755791165568,0,0,0,0.24583736272731513,False,False,True,False,False,False,True,False,False,True
R0080,0.4871475076131497,0.33640339077649506,-0.5941356278399625,-0.7802594192497638,-1.224306517036003,-1.3281310411724534,0,0,0,0.6059863426640926,False,False,False,True,False,True,False,False,False,True
R0081,0.1636899814466021,-1.2795615582359678,-1.3857205042022518,-0.6503575049540586,-1.0625476009009698,1.262895566468105,0,0,0,0.5346569574164503,False,False,True,False,False,False,True,True,False,False
R0082,0.2098981994703947,-0.03972638183847472,0.12548698703484587,-0.8476159674030925,-0.9932223511288126,0.7076755791165568,0,0,0,-0.16455424718716385,False,True,False,False,False,False,True,False,False,True
R0083,-1.700041478846361,1.5762385671739882,-0.09039979742759652,2.4985611212140544,2.397937783559206,-0.3102277310279483,1,0,1,0.4572948868454445,False,False,True,False,False,False,True,False,True,False
R0084,-0.4062113741801717,0.5383990094030534,0.05352472554736497,0.18197698294064543,0.3701742277236105,-1.513204370289636,0,0,0,-0.14144550074047682,True,False,False,False,False,True,False,False,False,True
R0085,1.0724516025811879,-0.6805400685158305,1.1329586478595777,-0.08744920967266934,-0.600379269086589,0.522602249999374,0,0,0,0.7990856493815975,True,False,False,False,True,False,False,True,False,False
R0086,0.11748176342281007,-0.6666093361967579,0.2694115100098077,0.09537570674350833,0.21996951988393673,-0.4027643955865397,0,0,0,-0.10540811092191281,False,True,False,False,True,False,False,False,False,True
R0087,1.3188954320414141,-1.4536957122243799,-1.0259091967648475,0.374424263378727,-0.08043989579541092,-1.698277699406819,0,0,0,0.695499239016133,False,True,False,False,False,False,True,True,False,False
R0088,-0.4062113741801717,-0.5621288438037106,-0.01843753594011562,0.04245270462303589,0.28929476965609396,-0.9579843829380879,0,0,0,-0.24850726156427455,True,False,False,False,False,True,False,True,False,False
R0089,-2.1313181804017574,-0.35316785901761627,0.8451096019096547,-0.09707157369457343,-0.7505839769262628,-0.8654477183794965,0,0,0,1.1207301990231462,True,False,False,False,False,True,False,True,False,False
R0090,0.055870806057753096,-1.8089293863607403,0.7011850789346928,2.236351701617169,2.0455344305507404,-1.975887693082593,0,0,0,0.5069618201921737,False,False,False,True,False,True,False,True,False,False
R0091,-0.0981565873548885,0.5592951078816626,-0.09039979742759652,-0.3087635821764634,-0.022668854318613322,0.2449922563235999,0,0,0,-0.44414298350946935,True,False,False,False,False,False,True,False,False,True
R0092,0.3331201142005081,-0.6108864069204657,-0.23432432040255835,2.0198485111243265,1.849112889529629,1.3554322310266962,0,0,0,0.4785690859406016,False,True,False,False,False,False,True,True,False,False
R0093,-0.9761127298069455,1.5832039333335253,0.6292228174472115,0.10499807076541263,0.2315237281792964,0.4300655854407826,0,0,1,-0.10422553097340469,False,False,False,True,False,False,True,False,True,False
R0094,-1.3149729953147569,-0.33227176053900653,-1.0978714582523283,-0.3183859461983675,-0.796800810107701,0.8002122436751481,0,0,0,0.7255513995632776,False,False,False,True,False,False,True,True,False,False
R0095,0.1328845027640739,0.684671698753319,-0.01843753594011562,-0.27989649011075113,-0.39240351977011784,-1.698277699406819,0,0,0,0.05883359645764501,False,False,True,False,False,False,True,True,False,False
R0096,-0.8990990331006247,1.8548532135554474,-0.16236205891507743,0.7737523702877468,0.7514631014704747,-1.3281310411724534,0,0,0,0.2113662307237568,True,False,False,False,True,False,False,False,False,True
R0097,-0.4370168528626999,2.077744930660615,1.852581262734386,2.4985611212140544,2.397937783559206,-0.9579843829380879,0,0,1,0.4572948868454445,False,False,False,True,True,False,False,False,True,False
R0098,-0.12896206603741672,1.2697624561543837,1.7086567397594241,-0.4338543144612165,-0.26530722852116295,-0.9579843829380879,0,0,1,-0.3824197128678188,False,False,True,False,True,False,False,False,True,False
R0099,-1.222556559267172,2.168294690734589,1.34884543232202,0.41291371946634337,0.3701742277236105,-0.3102277310279483,0,0,1,0.162269452558831,False,False,True,False,False,False,True,False,True,False
R0100,-0.5294332889102851,-0.004899551040792322,1.4927699552969818,-0.13556102978218984,-0.2884156451118819,-0.12515440191076557,0,0,0,0.16431866566702966,True,False,False,False,False,False,True,True,False,False
R0101,0.3485228535417725,-0.32530639437947045,-1.1698337197398092,-0.3376306742421757,-0.8776802681752175,1.3554322310266962,0,0,0,0.8753921629056068,False,False,True,False,False,True,False,True,False,False
R0102,1.4113118680889993,-0.36709859133668893,0.4852982944722501,-0.8620495134359486,-0.600379269086589,-0.9579843829380879,0,0,0,-0.7939315546336354,True,False,False,False,True,False,False,True,False,False
R0103,0.2407036781529229,0.14833850446900992,-0.8819846737898859,0.04726388663398805,0.31240318624681296,-1.4206677057310448,0,0,0,-0.2643579210769747,False,False,False,True,True,False,False,False,False,True
R0104,-0.1443648053786811,-0.06758784647662054,0.557260555959731,-0.9630843356659414,-0.46172876954227465,-1.3281310411724534,0,0,0,-1.1352001991263863,False,False,True,False,False,True,False,True,False,False
R0105,-0.12896206603741672,-0.025795649519401564,-1.3857205042022518,0.40810253745539143,-0.39240351977011784,-0.032617737352174214,0,0,0,1.3212435925878414,False,False,False,True,False,True,False,True,False,False
R0106,-0.1751702840612093,-1.8228601186798135,1.4927699552969818,1.139402203120102,1.051872517149822,-0.21769106646935696,0,0,0,0.32760514702756144,False,True,False,False,False,True,False,True,False,False
R0107,0.6873831190495838,-0.4019254221343713,-0.6660978893274434,-0.31357476418741537,0.26618635306537464,0.05991892720641715,0,0,0,-0.7128318544735873,False,False,True,False,False,True,False,True,False,False
R0108,0.9646324271923389,0.2876458276597395,-1.0259091967648475,-0.9342172436002292,-0.9354513096520151,0.05991892720641715,0,0,0,-0.4951996017274663,False,False,True,False,False,True,False,True,False,False
R0109,0.9030214698272819,0.33640339077649506,0.7731473404221734,1.2693041174158075,1.7797876397574717,-1.4206677057310448,0,0,0,-0.11399708359957676,False,False,False,True,True,False,False,True,False,False
R0110,-0.2675867201087939,0.16923460294762016,-1.313758242714771,2.0150373291133743,1.802896056348191,-0.21769106646935696,0,0,0,0.5110914644568052,False,True,False,False,False,True,False,True,False,False
R0111,-0.5602387675928133,-1.293492290555041,0.1974492485223268,-0.9294060615892772,2.397937783559206,0.4300655854407826,0,0,0,-2.1141289546784945,False,False,False,True,False,False,True,True,False,False
R0112,-0.1751702840612093,0.503572178605371,0.2694115100098077,1.0624232909448692,0.7514631014704747,0.4300655854407826,0,0,0,0.5439112688757249,False,False,False,True,False,True,False,False,False,True
R0113,0.07127354539901748,0.3642648554146414,-0.6660978893274434,0.3070677152253985,0.7745715180611936,-1.7908143639654102,0,0,0,-0.3446540364251116,False,True,False,False,False,True,False,False,False,True
R0114,-0.4678223315452281,0.7543253603486838,0.4852982944722501,-0.7177140531073872,-1.1318728506731268,0.8927489082337394,0,0,0,0.5280911651189806,False,False,True,False,False,True,False,False,False,True
R0115,-0.5294332889102851,0.3503341230955682,0.12548698703484587,1.5483526740510263,1.5024866406688433,1.8181155538196532,0,0,0,0.33855717280846803,False,False,False,True,True,False,False,True,False,False
R0116,-0.05194836933109591,-0.08848394495522978,0.9890341248846158,0.2685782591377821,0.19686110329321777,1.1703589019095135,0,0,0,0.16270482376482218,False,False,False,True,False,True,False,True,False,False
R0117,-0.11355932669615233,-0.10241467727430294,-1.5296450271772133,-1.0160073377864138,-0.7736923935169818,-1.3281310411724534,0,0,0,-0.9222649142599669,True,False,False,False,False,True,False,True,False,False
R0118,2.1814488351522074,0.2946111938192766,-1.313758242714771,-0.5685674107678739,-0.01111464602325364,-0.032617737352174214,0,0,0,-0.8539417989960728,True,False,False,False,False,True,False,False,False,True
R0119,-0.652655203640398,0.7891521911463663,-0.738060150814924,0.4369696295211035,-0.19598197874900608,-1.1430577120552707,0,0,0,0.9892324504009697,False,False,True,False,True,False,False,True,False,False
R0120,-0.3446004168151147,-1.3492152198313327,1.6366944782719437,-0.8572383314249966,-1.7211374737364624,-0.9579843829380879,0,0,0,2.96275008163879,False,False,False,True,False,True,False,True,False,False
R0121,0.5795639436607348,0.13440777214993777,0.4852982944722501,-0.255840580055991,-0.17287356215828673,0.2449922563235999,0,0,0,-0.1928130611663232,False,False,True,False,False,False,True,False,False,True
R0122,1.4729228254540556,-1.6347952323723285,0.12548698703484587,0.36961308136777504,-0.16131935386292745,1.4479688955852876,1,0,0,0.8181868288630977,True,False,False,False,False,False,True,True,False,False
R0123,-0.4678223315452281,0.5662604740411987,0.4852982944722501,0.13386516283112473,0.7514631014704747,-0.3102277310279483,0,0,0,-0.5257752705131058,True,False,False,False,False,True,False,True,False,False
R0124,4.615081651071944,-0.2486873666245691,1.4927699552969818,-0.4386654964721686,-0.034223062613972594,0.3375289208821913,0,1,0,-0.6333205597875048,False,False,False,True,True,False,False,False,False,True
R0125,-0.3137949381325865,1.200108794559019,-0.30628658189003927,-0.7946929652826199,-1.1434270589684865,2.28079887661261,0,0,0,0.32938711681298577,False,False,False,True,True,False,False,False,False,True
R0126,-0.7758771183705113,0.9145287820180227,1.564732216784463,-0.005659115486484604,-0.23064460363508432,-0.4027643955865397,0,0,1,0.3025558369499596,False,False,False,True,False,True,False,False,True,False
R0127,-0.7758771183705113,-0.7014361669944402,0.8451096019096547,-1.0352520658302222,-0.46172876954227465,2.1882622120540187,0,0,0,-1.272555758363069,False,False,False,True,True,False,False,False,False,True
R0128,-1.5614168247749838,0.6010873048388811,-0.37824884337751985,-1.020818519797366,-0.8314634349937794,-0.12515440191076557,0,0,0,-0.8611989285043736,False,False,True,False,False,True,False,False,False,True
R0129,0.5025502469544141,2.230982986170418,0.1974492485223268,2.3518200698800173,2.29972701304865,-0.8654477183794965,1,0,0,0.4139415831313308,False,False,True,False,True,False,False,False,False,True
R0130,-0.29839219879132267,-0.4715790837297361,-1.0259091967648475,0.6679063660468019,0.5434873521540033,0.9852855727923309,0,0,0,0.298614606324919,False,True,False,False,False,True,False,True,False,False
R0131,-0.0057401513073033214,-0.6248171392395389,0.05352472554736497,-0.8235600573483322,-1.4438364746478338,0.522602249999374,0,0,0,1.2810527701125884,True,False,False,False,True,False,False,True,False,False
R0132,-0.11355932669615233,0.768256092667757,-0.30628658189003927,-0.9630843356659414,-0.7505839769262628,1.077822237350922,0,0,0,-0.8305267160156075,False,True,False,False,False,True,False,True,False,False
R0133,0.3639255928830363,1.1443858652827272,-1.24179598122729,-0.3183859461983675,-0.47328297783763434,0.6151389145579653,0,0,0,0.10987071387112522,False,True,False,False,True,False,False,False,False,True
R0134,-0.8220853363943039,0.05082337823549981,0.12548698703484587,0.49951499566348007,-0.14976514556756776,0.15245559176500853,0,0,0,1.0107125218986206,False,False,False,True,True,False,False,True,False,False
R0135,-1.5614168247749838,0.8030829234654394,0.3413737714972886,0.3070677152253985,1.0403183088544627,-0.8654477183794965,0,0,1,-0.5381361943252836,False,False,False,True,False,False,True,False,True,False
R0136,-0.6834606823229267,-0.32530639437947045,0.2694115100098077,0.4562143575649117,0.30084897795145327,0.3375289208821913,0,0,0,0.2988241108016096,False,False,True,False,False,False,True,True,False,False
R0138,-1.222556559267172,-0.29047956358178806,-1.313758242714771,-0.6407351409321544,-0.9354513096520151,0.15245559176500853,0,0,0,0.25422759119667715,False,False,False,True,False,True,False,False,False,True
R0139,-0.7912798577117757,1.6319614964502809,0.8451096019096547,1.2211922973062868,1.271402474761653,2.558408870288384,0,0,1,0.2175680352937938,False,False,True,False,False,True,False,False,True,False
R0140,0.7489940764146403,0.2806804615002034,0.2694115100098077,-0.7946929652826199,-0.6350418939726676,0.2449922563235999,0,0,0,-0.6114929298906329,False,False,False,True,False,False,True,True,False,False
R0141,-0.1751702840612093,-1.8158947525202769,-1.3857205042022518,0.7496964602329866,0.9016678093101481,1.6330422247024703,0,0,0,0.04497451987782626,False,True,False,False,False,False,True,True,False,False
R0142,0.39473107156556453,-0.8616395886637791,-0.09039979742759652,0.8411089184410753,0.6936920599936771,0.522602249999374,0,0,0,0.347994249591558,False,False,True,False,True,False,False,False,False,True
R0143,-0.08275384801362412,-1.3422498536717962,-0.5941356278399625,-1.1699651621368794,-0.17287356215828673,1.3554322310266962,0,0,0,-1.698801074445935,False,False,False,True,False,True,False,True,False,False
R0144,1.3188954320414141,1.8478878473959113,1.852581262734386,-1.00638497376451,-0.4963913944283533,-0.49530106014513103,0,0,1,-1.1877082736700295,False,True,False,False,True,False,False,False,True,False
